,Title,Author,Average Rating,#Pages,Ratings Count,Publication Date,Language Code,Average Ranking,Log Reg Predicted Rating,Log Reg Ranking,Lin Reg Predicted Rating,Lin Reg Ranking,KNN Reg Predicted Rating,KNN Reg Ranking,KNN Class Predicted Rating,KNN Class Ranking
5465,Mission of Honor (Tom Clancy's Op-Center  #9),Jeff Rovin/Tom Clancy/Steve Pieczenik,3.91,432,1557,6/4/2002,eng,5281.0,4,4543.0,2.9633335388792763,6424.0,2.8,5073.0,3,5084.0
1858,Big Bad Wolf,Linda Jones,3.7999999999999994,359,123,2/27/1997,eng,5282.0,4,1613.0,2.888242737985445,7945.0,2.6,8559.0,3,3011.0
4356,Stranger in the Forest: On Foot Across Borneo,Eric Hansen,4.1,288,1584,11/14/2000,eng,5282.5,4,3649.0,3.0930358313322563,3414.0,2.8,4442.0,0,9625.0
5891,Zero: The Biography of a Dangerous Idea,Charles Seife,3.9599999999999995,248,131,10/12/2000,eng,5283.0,4,4872.0,2.9974657211037443,5619.0,2.8,5320.0,3,5321.0
3817,Tales from Earthsea (Earthsea Cycle  #5),Ursula K. Le Guin,4.04,280,14549,10/28/2003,eng,5284.0,4,3212.0,3.052077212662894,4304.0,2.8,4130.0,0,9490.0
5150,Le Sens du vent,Iain M. Banks,4.2,404,7,9/30/2002,fre,5285.25,4,4290.0,3.1613001957811937,2144.0,2.8,4898.0,0,9809.0
5398,Teen Angst? Naaah...,Ned Vizzini,3.9,279,3146,8/13/2002,eng,5286.0,4,4487.0,2.9565071024343825,6582.0,2.8,5036.0,3,5039.0
5026,The Cyberiad,Stanisław Lem/Michael Kandel/Daniel Mróz,4.18,295,7842,12/16/2002,en-US,5286.25,4,4184.0,3.1476473228914057,2366.0,2.8,4822.0,0,9773.0
6421,Amelia's 6th-Grade Notebook (Amelia's Notebooks  #15),Marissa Moss,4.02,80,625,7/1/2005,en-US,5288.75,4,5275.0,3.0384243397731066,4656.0,2.8,5577.0,3,5647.0
1717,Aleutian Sparrow,Karen Hesse/Evon Zerbetz/Kim McGillivray,3.78,160,710,6/1/2005,eng,5289.0,4,1490.0,2.874589865095658,8203.0,2.6,8525.0,3,2938.0
2219,First Meetings in Ender's Universe (Ender's Saga  #0.5),Orson Scott Card,3.84,212,10475,9/1/2004,eng,5289.75,4,1897.0,2.9155484837650203,7403.0,2.6,8643.0,3,3216.0
2312,Flowers (Eyewitness Explorers),David Burnie,3.85,64,8,9/15/1997,eng,5291.5,4,1980.0,2.922374920209914,7264.0,2.6,8661.0,3,3261.0
6428,The Boys Start the War (Boy/Girl Battle  #1),Phyllis Reynolds Naylor,4.02,144,1551,1/8/2002,eng,5292.75,4,5281.0,3.0384243397731066,4657.0,2.8,5583.0,3,5650.0
2225,Rebekah (Women of Genesis  #2),Orson Scott Card,3.84,416,7487,3/27/2012,eng,5293.0,4,1901.0,2.9155484837650203,7404.0,2.6,8645.0,3,3222.0
4966,Museo: Textos Ineditos,Adolfo Bioy Casares,4.17,261,6,10/1/2002,spa,5293.0,4,4130.0,3.1408208864465124,2505.0,2.8,4782.0,0,9755.0
4170,Who's Afraid of Virginia Woolf?,Edward Albee,4.08,272,53955,8/1/2006,eng,5293.5,4,3516.0,3.0793829584424692,3708.0,2.8,4364.0,0,9586.0
198,Travels in the Scriptorium,Paul Auster,3.23,145,6688,1/23/2007,eng,5293.75,3,9021.0,2.7584663885775433,9753.0,3.2,281.0,3,2120.0
6002,Economic Origins of Dictatorship and Democracy,Daron Acemoğlu/James A. Robinson,3.97,416,158,10/1/2005,eng,5295.0,4,4957.0,3.0042921575486385,5460.0,2.8,5371.0,3,5392.0
6435,Alice's Adventures in Wonderland,Lewis Carroll/Helen Oxenbury,4.02,208,65,3/1/2003,eng,5296.25,4,5286.0,3.0384243397731066,4658.0,2.8,5588.0,3,5653.0
5050,Introduction to Phenomenology,Dermot Moran,4.18,592,217,2/5/2000,eng,5296.5,4,4206.0,3.1476473228914057,2367.0,2.8,4832.0,0,9781.0
6437,Alice's Adventures in Wonderland,Lewis Carroll/Helen Oxenbury,4.02,207,226,10/6/1999,eng,5297.75,4,5288.0,3.0384243397731066,4659.0,2.8,5590.0,3,5654.0
5742,The New Centurions,Joseph Wambaugh,3.94,368,2180,3/1/1987,eng,5298.25,4,4764.0,2.983812848213957,5954.0,2.8,5239.0,3,5236.0
5505,Captive Dreams,Angela Knight/Diane Whiteside,3.91,336,1354,9/5/2006,en-US,5299.5,4,4576.0,2.9633335388792763,6425.0,2.8,5093.0,3,5104.0
3927,Winds of Fury (Valdemar: Mage Winds #3),Mercedes Lackey,4.05,423,12027,8/1/1994,eng,5300.25,4,3314.0,3.058903649107788,4152.0,2.8,4209.0,0,9526.0
4905,The Dirt: Confessions of the World's Most Notorious Rock Band,Neil Strauss/Vince Neil/Nikki Sixx/Tommy Lee/Mick Mars,4.16,430,436,5/22/2001,eng,5300.5,4,4077.0,3.1339944500016186,2646.0,2.8,4742.0,0,9737.0
4009,English Passengers,Matthew Kneale,4.06,446,4863,1/16/2001,eng,5301.0,4,3387.0,3.0657300855526812,4008.0,2.8,4263.0,0,9546.0
252,The Plot Against America,Philip Roth,3.77,391,33321,9/27/2005,eng,5301.25,3,9031.0,2.7548982857132147,9755.0,3.2,287.0,3,2132.0
6088,The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson,3.98,479,174,11/18/1996,en-GB,5301.5,4,5020.0,3.011118593993532,5325.0,2.8,5416.0,3,5445.0
4010,English Passengers,Matthew Kneale,4.06,462,537,4/26/2001,en-GB,5302.0,4,3388.0,3.0657300855526812,4009.0,2.8,4264.0,0,9547.0
4684,About This Life,Barry  Lopez,4.13,304,595,5/1/1999,eng,5302.5,4,3899.0,3.1135151406669372,3007.0,2.8,4617.0,0,9687.0
1475,The Devil Wears Prada (The Devil Wears Prada  #1),Lauren Weisberger,3.74,432,744569,5/30/2006,eng,5303.0,4,1291.0,2.8472841193160834,8654.0,2.6,8465.0,3,2802.0
1676,A Bend in the River,V.S. Naipaul,3.77,326,13147,5/10/2002,eng,5303.0,4,1460.0,2.8677634286507643,8324.0,2.6,8513.0,3,2915.0
6091,The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson,3.98,496,15389,6/23/1997,eng,5303.75,4,5023.0,3.011118593993532,5326.0,2.8,5419.0,3,5447.0
4686,Field Notes: The Grace Note of the Canyon Wren,Barry  Lopez,4.13,176,323,6/8/2004,eng,5304.0,4,3901.0,3.1135151406669372,3008.0,2.8,4619.0,0,9688.0
4690,John James Audubon,Richard Rhodes,4.13,528,460,4/11/2006,eng,5306.5,4,3905.0,3.1135151406669372,3009.0,2.8,4622.0,0,9690.0
11097,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,Stephen E. Ambrose,4.21,592,41236,10/6/2003,eng,5307.5,4,8951.0,3.168126632226087,2102.0,2.8,8148.0,4,2029.0
11098,Undaunted Courage,Stephen E. Ambrose/Barrett Whitener,4.21,22,8,3/8/2005,eng,5308.5,4,8952.0,3.168126632226087,2103.0,2.8,8149.0,4,2030.0
1486,Drowning Ruth,Christina Schwarz,3.74,368,74161,7/31/2001,eng,5308.75,4,1299.0,2.8472841193160834,8655.0,2.6,8470.0,3,2811.0
4922,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,4.16,302,72656,5/1/2001,eng,5309.0,4,4092.0,3.1339944500016186,2647.0,2.8,4754.0,0,9743.0
4215,The Art of Alfred Hitchcock: Fifty Years of His Motion Pictures,Donald Spoto,4.08,496,468,12/1/1991,en-US,5309.25,4,3548.0,3.0793829584424692,3709.0,2.8,4383.0,0,9597.0
6391,The Zucchini Warriors (Macdonald Hall  #5),Gordon Korman,4.01,208,1160,6/1/1991,eng,5309.25,4,5246.0,3.0315979033282128,4803.0,2.8,5559.0,3,5629.0
2265,The Road to Yesterday (Anne of Green Gables  #9),L.M. Montgomery,3.84,403,3106,2/1/1993,eng,5310.0,4,1936.0,2.9155484837650203,7405.0,2.6,8655.0,3,3244.0
2186,After Henry,Joan Didion,3.83,320,1205,4/27/1993,eng,5311.5,4,1870.0,2.9087220473201265,7534.0,2.6,8641.0,3,3201.0
5003,Jeeves in the Offing (Jeeves  #12),P.G. Wodehouse,4.17,208,28,9/12/2002,eng,5311.5,4,4163.0,3.1408208864465124,2506.0,2.8,4809.0,0,9768.0
5771,Train_man  Volume 3 (Train_man),Hidenori Hara/Hitori Nakano,3.94,200,102,2/13/2007,eng,5311.75,4,4786.0,2.983812848213957,5955.0,2.8,5251.0,3,5255.0
5080,The Early Diary of Anaïs Nin  Vol. 3: 1923-1927,Anaïs Nin,4.18,320,147,3/22/1985,eng,5312.25,4,4233.0,3.1476473228914057,2368.0,2.8,4856.0,0,9792.0
6114,Quester's Endgame,Jo Clayton,3.98,372,159,7/1/1986,eng,5314.5,4,5042.0,3.011118593993532,5327.0,2.8,5426.0,3,5463.0
6471,His Dark Materials,Nicholas Wright/Philip Pullman,4.02,236,38,4/1/2004,eng,5316.5,4,5317.0,3.0384243397731066,4660.0,2.8,5611.0,3,5678.0
4803,McCoy: The Provenance Of Shadows (Star Trek: Crucible  #1),David R. George III,4.14,640,332,8/29/2006,eng,5317.0,4,3994.0,3.120341577111831,2884.0,2.8,4682.0,0,9708.0
4234,Total Control,David Baldacci,4.08,613,86,8/1/2003,eng,5317.0,4,3565.0,3.0793829584424692,3710.0,2.8,4393.0,0,9600.0
6472,His Dark Materials: New Edition,Nicholas Wright/Philip Pullman,4.02,192,17,4/1/2005,eng,5317.5,4,5318.0,3.0384243397731066,4661.0,2.8,5612.0,3,5679.0
2283,West from Home: Letters of Laura Ingalls Wilder  San Francisco  1915  (Little House #11),Laura Ingalls Wilder/Roger Lea MacBride/Margot Patterson Doss,3.84,124,3926,10/20/1976,eng,5317.5,4,1952.0,2.9155484837650203,7406.0,2.6,8659.0,3,3253.0
3888,A Crown of Swords (The Wheel of Time  #7),Robert Jordan,4.04,880,106712,11/15/1997,eng,5318.75,4,3278.0,3.052077212662894,4305.0,2.8,4180.0,0,9512.0
6474,The Cricket in Times Square,George Selden/Garth Williams,4.02,134,55747,5/11/1999,eng,5319.0,4,5320.0,3.0384243397731066,4662.0,2.8,5614.0,3,5680.0
6231,Astronomy Today,Eric Chaisson/Steve McMillan,3.99,2,128,7/26/2004,eng,5319.5,4,5117.0,3.017945030438426,5147.0,2.8,5467.0,3,5547.0
4258,The Magical Worlds of Lord of the Rings: The Amazing Myths  Legends and Facts Behind the Masterpiece,David Colbert,4.08,208,2073,10/1/2002,eng,5323.75,4,3578.0,3.0793829584424692,3711.0,2.8,4401.0,0,9605.0
6420,Amelia's Notebook (Amelia's Notebooks  #1),Marissa Moss,4.01,40,5305,2/1/2006,eng,5325.0,4,5274.0,3.0315979033282128,4804.0,2.8,5576.0,3,5646.0
313,Deception Point,Dan Brown,3.7099999999999995,736,4919,4/1/2006,eng,5327.25,3,9045.0,2.7511135371856548,9820.0,3.2,293.0,3,2151.0
6494,No Idle Hands: The Social History of American Knitting,Anne Macdonald,4.02,512,456,5/19/1990,eng,5329.75,4,5337.0,3.0384243397731066,4663.0,2.8,5626.0,3,5693.0
6079,The Return of Lum  Volume 3: Sweet Revenge (Urusei Yatsura  #4),Rumiko Takahashi,3.97,216,32,3/8/1997,en-US,5330.5,4,5012.0,3.0042921575486385,5461.0,2.8,5408.0,3,5441.0
2325,The Church and the Second Sex,Mary Daly,3.84,231,129,1/3/1986,eng,5331.25,4,1989.0,2.9155484837650203,7407.0,2.6,8663.0,3,3266.0
2137,Persian Mirrors: The Elusive Face of Iran,Elaine Sciolino,3.82,432,546,10/3/2005,eng,5331.75,4,1829.0,2.9018956108752327,7688.0,2.6,8632.0,3,3178.0
4169,Sense and Sensibility,Jane Austen/Claudia L. Johnson,4.07,269,768,10/30/2001,eng,5332.0,4,3515.0,3.0725565219975755,3865.0,2.8,4363.0,0,9585.0
1488,What Looks Like Crazy on an Ordinary Day (Idlewild  #1),Pearl Cleage,3.73,244,19366,11/1/1998,eng,5332.25,4,1301.0,2.8404576828711896,8744.0,2.6,8471.0,3,2813.0
5999,Final Fantasy Origins - Official Strategy Guide,Casey Loe/Laura Parkinson,3.9599999999999995,256,25,4/9/2003,eng,5332.75,4,4954.0,2.9974657211037443,5620.0,2.8,5368.0,3,5389.0
6083,Lum: Urusei Yatsura. Perfect Collection (Urusei Yatsura  #1),Rumiko Takahashi,3.97,400,131,6/5/1997,en-US,5333.0,4,5016.0,3.0042921575486385,5462.0,2.8,5412.0,3,5442.0
5822,Wait Till Next Year: The Story of a Season When What Should've Happened Didn't  and What Could've Gone Wrong Did,William Goldman/Mike Lupica,3.94,363,90,11/1/1988,en-US,5334.5,4,4822.0,2.983812848213957,5956.0,2.8,5284.0,3,5276.0
4915,Beautiful Evidence,Edward R. Tufte,4.15,213,2045,11/7/2006,eng,5334.5,4,4085.0,3.1271680135567252,2763.0,2.8,4750.0,0,9740.0
1835,Trace (Kay Scarpetta  #13),Patricia Cornwell,3.78,401,25822,6/28/2005,eng,5336.25,4,1592.0,2.874589865095658,8204.0,2.6,8553.0,3,2996.0
4985,Something Fresh (Blandings Castle  #1),P.G. Wodehouse,4.16,284,5311,4/7/2005,eng,5337.0,4,4145.0,3.1339944500016186,2648.0,2.8,4793.0,0,9762.0
5906,The Sheik & the Princess Bride (Desert Rogues  #8),Susan   Mallery,3.9500000000000006,256,506,10/25/2004,eng,5337.5,4,4885.0,2.9906392846588514,5805.0,2.8,5330.0,3,5330.0
5830,The Protector (Cavanaugh #1),David Morrell,3.94,401,2222,5/19/2003,eng,5338.25,4,4827.0,2.983812848213957,5957.0,2.8,5289.0,3,5280.0
1840,Trace (Kay Scarpetta  #13),Patricia Cornwell/Carolyn McCormick,3.78,11,46,8/4/2005,en-US,5338.5,4,1597.0,2.874589865095658,8205.0,2.6,8554.0,3,2998.0
1500,We Were the Mulvaneys,Joyce Carol Oates,3.73,454,87367,9/1/1997,eng,5338.75,4,1308.0,2.8404576828711896,8745.0,2.6,8477.0,3,2825.0
4923,Heart of the Sea (Gallaghers of Ardmore  #3),Nora Roberts,4.15,369,24451,12/5/2000,eng,5339.0,4,4093.0,3.1271680135567252,2764.0,2.8,4755.0,0,9744.0
3928,Winds of Fate (Valdemar: Mage Winds #1),Mercedes Lackey,4.04,458,14611,7/7/1992,eng,5339.5,4,3315.0,3.052077212662894,4306.0,2.8,4210.0,0,9527.0
4854,La gata perdida = The Missing Cat (Las Aventuras de Nicolas = Adventures with Nicholas),Chris L. Demarest/Berlitz Publishing Company,4.14,64,0,8/15/2006,spa,5339.5,4,4035.0,3.120341577111831,2885.0,2.8,4715.0,0,9723.0
2000,The Black Tulip,Alexandre Dumas/Robin Buss,3.7999999999999994,246,10208,4/24/2003,eng,5339.75,4,1726.0,2.888242737985445,7946.0,2.6,8593.0,3,3094.0
4514,The Magus of Freemasonry: The Mysterious Life of Elias Ashmole—Scientist  Alchemist  and Founder of the Royal Society,Tobias Churton,4.1,303,28,6/27/2006,eng,5339.75,4,3767.0,3.0930358313322563,3415.0,2.8,4524.0,0,9653.0
4924,Corazón de mar (Gallagher  #3),Nora Roberts/Juan Larrea,4.15,396,12,7/1/2002,spa,5340.0,4,4094.0,3.1271680135567252,2765.0,2.8,4756.0,0,9745.0
4855,La Chatte Perdue = The Missing Cat (Les Aventures avec Nicolas = Adventures with Nicholas),Chris L. Demarest,4.14,64,1,8/15/2006,fre,5340.5,4,4036.0,3.120341577111831,2886.0,2.8,4716.0,0,9724.0
5149,Use of Weapons,Iain M. Banks,4.18,389,210,3/1/1992,eng,5340.75,4,4289.0,3.1476473228914057,2369.0,2.8,4897.0,0,9808.0
5509,Over The Moon (Mageverse #3.5),Angela Knight/MaryJanice Davidson/Virginia Kantra/Sunny,3.9,330,3681,1/2/2007,eng,5341.5,4,4580.0,2.9565071024343825,6583.0,2.8,5097.0,3,5106.0
6381,"Dirty Italian: Everyday Slang from ""What's Up?"" to ""F*%# Off!""",Gabrielle Ann Euvino/Lindsay Mack,4.0,163,46,10/28/2006,eng,5341.75,4,5236.0,3.0247714668833194,4955.0,2.8,5552.0,3,5624.0
6017,The Gunslinger,Stephen King,3.9599999999999995,231,2309,6/23/2003,eng,5341.75,4,4967.0,2.9974657211037443,5621.0,2.8,5378.0,3,5401.0
4857,Die Verschwundene Katze = The Missing Cat,Chris L. Demarest,4.14,64,1,1/1/1996,ger,5341.75,4,4038.0,3.120341577111831,2887.0,2.8,4717.0,0,9725.0
1463,The Catcher in the Rye - Barron's Book Notes,Barron's,3.72,120,775,10/1/1984,eng,5341.75,4,1279.0,2.8336312464262963,8832.0,2.6,8461.0,3,2795.0
1849,Herzog,Saul Bellow/Philip Roth,3.78,371,16550,2/25/2003,eng,5342.0,4,1604.0,2.874589865095658,8206.0,2.6,8555.0,3,3003.0
4430,The Notebook (The Notebook  #1),Nicholas Sparks,4.09,214,1090603,7/5/2004,eng,5342.5,4,3708.0,3.0862093948873626,3543.0,2.8,4483.0,0,9636.0
4858,The Trolley Car Family,Eleanor Clymer/Ursula Koering,4.14,256,314,7/1/1987,eng,5342.75,4,4039.0,3.120341577111831,2888.0,2.8,4718.0,0,9726.0
2615,Slapstick  or Lonesome No More!,Kurt Vonnegut Jr.,3.8699999999999997,288,31084,5/11/1999,eng,5345.75,4,2221.0,2.936027793099701,6987.0,2.6,8740.0,3,3435.0
4210,Written on the Body,Jeanette Winterson,4.07,192,20951,2/1/1994,eng,5346.25,4,3544.0,3.0725565219975755,3866.0,2.8,4380.0,0,9595.0
4866,Pioneer Girl: The Story of Laura Ingalls Wilder,William   Anderson/Dan Andreasen,4.14,32,440,2/2/2000,eng,5346.5,4,4045.0,3.120341577111831,2889.0,2.8,4723.0,0,9729.0
4031,Anna Karenina,Leo Tolstoy/Constance Garnett,4.05,740,28,1/1/2004,eng,5347.25,4,3403.0,3.058903649107788,4153.0,2.8,4278.0,0,9555.0
5167,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin,4.18,633,37093,10/1/1995,eng,5347.5,4,4301.0,3.1476473228914057,2370.0,2.8,4905.0,0,9814.0
4624,The Glass Bead Game,Hermann Hesse/Richard Winston/Clara Winston/Theodore Ziolkowski,4.11,558,24967,12/6/2002,eng,5349.5,4,3862.0,3.09986226777715,3277.0,2.8,4586.0,0,9673.0
5173,The World's Last Night: And Other Essays,C.S. Lewis,4.18,132,1097,11/4/2002,en-GB,5349.5,4,4304.0,3.1476473228914057,2371.0,2.8,4908.0,0,9815.0
3957,Little House Friends (Little House Chapter Books: Laura  #9),Laura Ingalls Wilder/Renée Graef,4.04,80,73,9/5/1998,eng,5350.75,4,3339.0,3.052077212662894,4307.0,2.8,4225.0,0,9532.0
1652,Learnability and Cognition: The Acquisition of Argument Structure,Steven Pinker/Jacques A. Mehler,3.75,432,50,8/28/1991,eng,5353.0,4,1441.0,2.854110555760977,8568.0,2.6,8504.0,3,2899.0
4546,Death on the Nile (Hercule Poirot  #17),Agatha Christie,4.1,351,674,3/30/2007,eng,5353.75,4,3796.0,3.0930358313322563,3416.0,2.8,4543.0,0,9660.0
1879,The Enormous Crocodile,Roald Dahl/Quentin Blake,3.78,32,13986,3/24/2003,eng,5354.75,4,1627.0,2.874589865095658,8207.0,2.6,8563.0,3,3022.0
5949,The Invisibles  Volume 1: Say You Want a Revolution,Grant Morrison/Steve Yeowell/Jill Thompson/Dennis Cramer/Peter Milligan,3.9500000000000006,224,8822,6/1/1996,eng,5355.25,4,4910.0,2.9906392846588514,5806.0,2.8,5342.0,3,5363.0
6128,In the Beginning: The Story of the King James Bible and How it Changed a Nation  a Language  and a Culture,Alister E. McGrath,3.97,354,515,2/19/2002,eng,5355.5,4,5055.0,3.0042921575486385,5463.0,2.8,5434.0,3,5470.0
6406,M Is for Mayflower: A Massachusetts Alphabet,Margot Theis Raven/Jeannie Brett,4.0,40,27,10/1/2002,eng,5355.5,4,5260.0,3.0247714668833194,4956.0,2.8,5567.0,3,5639.0
5705,Spider Mountain (Cam Richter  #2),P.T. Deutermann,3.92,309,461,12/26/2006,eng,5358.25,4,4731.0,2.9701599753241696,6269.0,2.8,5215.0,3,5218.0
5625,Catch That Pass!,Matt Christopher,3.91,130,290,9/1/1989,eng,5358.5,4,4668.0,2.9633335388792763,6426.0,2.8,5166.0,3,5174.0
5199,The Idiot,Fyodor Dostoyevsky/Constance Garnett/Joseph Frank,4.18,559,125,1/6/2005,eng,5358.5,4,4324.0,3.1476473228914057,2372.0,2.8,4920.0,0,9818.0
6216,On Love,Alain de Botton,3.98,194,11297,1/6/2006,eng,5358.75,4,5108.0,3.011118593993532,5328.0,2.8,5461.0,3,5538.0
1552,The Brethren,John Grisham,3.73,384,76085,12/27/2005,eng,5359.0,4,1354.0,2.8404576828711896,8746.0,2.6,8487.0,3,2849.0
6140,Camera Lucida: Reflections on Photography,Roland Barthes/Richard Howard,3.97,119,75,6/1/2001,eng,5360.75,4,5061.0,3.0042921575486385,5464.0,2.8,5437.0,3,5481.0
3981,The Art of Loving,Erich Fromm/Peter D. Kramer/Rainer Funk,4.04,192,38148,8/6/2019,eng,5361.75,4,3362.0,3.052077212662894,4308.0,2.8,4240.0,0,9537.0
5878,Prioritizing Web Usability,Jakob Nielsen/Hoa Loranger,3.94,406,599,4/20/2006,en-US,5362.25,4,4864.0,2.983812848213957,5958.0,2.8,5314.0,3,5313.0
2400,The Beach,Joanna Strange,3.84,112,68,2/19/2001,eng,5362.75,4,2057.0,2.9155484837650203,7408.0,2.6,8679.0,3,3307.0
5039,War and Peace and War: The Rise and Fall of Empires,Peter Turchin,4.16,416,276,2/27/2007,en-US,5363.0,4,4195.0,3.1339944500016186,2649.0,2.8,4829.0,0,9779.0
4157,The Sound of Mountain Water,Wallace Stegner,4.06,288,250,11/1/1997,en-US,5363.0,4,3506.0,3.0657300855526812,4010.0,2.8,4353.0,0,9583.0
4370,Caligula,Albert Camus/Pierre-Louis Rey/P. Morgan/E.T. Jones,4.08,224,6059,9/1/1993,fre,5363.5,4,3663.0,3.0793829584424692,3712.0,2.8,4451.0,0,9628.0
5223,The Storm (The Lighthouse Family  #1),Cynthia Rylant/Preston McDaniels,4.18,80,445,9/1/2003,eng,5367.25,4,4342.0,3.1476473228914057,2373.0,2.8,4930.0,0,9824.0
4679,Christopher and His Kind,Christopher Isherwood,4.11,352,2261,9/18/2001,eng,5367.75,4,3895.0,3.09986226777715,3278.0,2.8,4614.0,0,9684.0
2587,Chicken with Plums,Marjane Satrapi,3.86,84,8539,10/3/2006,en-US,5368.75,4,2194.0,2.9292013566548074,7130.0,2.6,8731.0,3,3420.0
5568,The Burnt Orange Heresy,Charles Willeford,3.9,144,564,12/20/1999,eng,5369.25,4,4619.0,2.9565071024343825,6584.0,2.8,5126.0,3,5148.0
2588,Embroideries,Marjane Satrapi/Anjali Singh,3.86,144,14654,4/18/2006,eng,5369.75,4,2195.0,2.9292013566548074,7131.0,2.6,8732.0,3,3421.0
4682,Christopher et son monde  1929-1939,Christopher Isherwood,4.11,343,1,4/1/1981,fre,5369.75,4,3898.0,3.09986226777715,3279.0,2.8,4616.0,0,9686.0
2419,A Clockwork Orange (Stage Play),Anthony Burgess,3.84,51,28,3/10/2017,eng,5371.0,4,2072.0,2.9155484837650203,7409.0,2.6,8684.0,3,3319.0
2145,The Metamorphosis,Franz Kafka/Stanley Corngold,3.81,232,663,2/17/1996,eng,5372.0,4,1836.0,2.8950691744303394,7831.0,2.6,8636.0,3,3185.0
2344,Trial Run,Dick Francis,3.83,272,2004,9/7/2004,eng,5372.25,4,2008.0,2.9087220473201265,7535.0,2.6,8667.0,3,3279.0
2244,Little Miss Lucky,Roger Hargreaves,3.82,32,291,11/22/1999,eng,5372.25,4,1918.0,2.9018956108752327,7689.0,2.6,8648.0,3,3234.0
5576,Have Space Suit—Will Travel,Robert A. Heinlein,3.9,276,23541,2/8/2005,eng,5373.5,4,4625.0,2.9565071024343825,6585.0,2.8,5133.0,3,5151.0
5659,Crown of Stars (Crown of Stars  #7),Kate Elliott,3.91,609,2169,1/2/2007,eng,5373.5,4,4691.0,2.9633335388792763,6427.0,2.8,5184.0,3,5192.0
2246,Mr. Jelly and the Pirates,Roger Hargreaves/Adam Hargreaves,3.82,32,87,5/10/2007,eng,5373.75,4,1920.0,2.9018956108752327,7690.0,2.6,8649.0,3,3236.0
2601,The Elephant Vanishes,Haruki Murakami/Alfred Birnbaum/Jay Rubin,3.86,327,1299,12/1/2003,eng,5374.75,4,2208.0,2.9292013566548074,7132.0,2.6,8734.0,3,3425.0
5321,New Selected Poems 1966-1987,Seamus Heaney,4.19,246,356,3/4/2002,eng,5377.0,4,4423.0,3.1544737593363,2250.0,2.8,4994.0,0,9841.0
614,J.K. Rowling's Harry Potter Novels: A Reader's Guide,Philip Nel,3.58,96,78,9/26/2001,eng,5377.0,3,9079.0,2.7380611361977842,9871.0,3.2,301.0,3,2257.0
4610,Vampire Hunter D Volume 06: Pilgrimage of the Sacred and the Profane,Hideyuki Kikuchi/Yoshitaka Amano,4.1,208,844,11/22/2006,en-US,5377.75,4,3850.0,3.0930358313322563,3417.0,2.8,4575.0,0,9669.0
3924,Storm Warning (Valdemar: Mage Storms #1),Mercedes Lackey,4.03,428,11193,9/1/1995,eng,5377.75,4,3311.0,3.0452507762180008,4468.0,2.8,4207.0,0,9525.0
2098,Spring's Awakening,Frank Wedekind/Eric Bentley,3.7999999999999994,126,3378,4/1/2000,eng,5379.0,4,1805.0,2.888242737985445,7947.0,2.6,8617.0,3,3147.0
162,On Bullshit,Harry G. Frankfurt,3.57,67,9358,1/30/2005,eng,5379.25,3,9011.0,2.7032005334315277,10163.0,3.4,242.0,3,2101.0
5671,The Capricorn Stone,Madeleine Brent,3.91,346,574,5/12/1983,eng,5380.75,4,4702.0,2.9633335388792763,6428.0,2.8,5196.0,3,5197.0
3929,Alta (Dragon Jousters  #2),Mercedes Lackey,4.03,434,7060,3/1/2005,en-US,5381.0,4,3316.0,3.0452507762180008,4469.0,2.8,4211.0,0,9528.0
4708,The Ideology of the Aesthetic,Terry Eagleton,4.11,432,265,1/8/1991,eng,5381.75,4,3920.0,3.09986226777715,3280.0,2.8,4633.0,0,9694.0
5674,She Came to Stay,Simone de Beauvoir,3.91,416,2040,10/9/1995,en-GB,5382.75,4,4705.0,2.9633335388792763,6429.0,2.8,5199.0,3,5198.0
4622,Magic Carpet Ride: The Autobiography of John Kay and Steppenwolf,John     Kay/John Einarson,4.1,372,10,10/1/1994,eng,5383.5,4,3860.0,3.0930358313322563,3418.0,2.8,4584.0,0,9672.0
2449,Best Science Fiction Stories of H. G. Wells,H.G. Wells,3.84,320,60,11/24/2011,eng,5385.5,4,2093.0,2.9155484837650203,7410.0,2.6,8696.0,3,3343.0
2031,Tolkien on Film: Essays on Peter Jackson's The Lord of the Rings,Janet Brennan Croft/Mark P. Shea/Amy H. Sturgis,3.7900000000000005,323,39,5/9/2005,eng,5386.0,4,1752.0,2.8814163015405523,8082.0,2.6,8600.0,3,3110.0
662,Specimen Days,Michael Cunningham,3.58,336,4462,4/18/2006,eng,5386.25,3,9086.0,2.7380611361977842,9872.0,3.2,303.0,3,2284.0
6621,Pilgermann,Russell Hoban,4.02,240,256,1/2/2002,en-GB,5387.0,4,5429.0,3.0384243397731066,4664.0,2.8,5683.0,3,5772.0
5603,Tin House: Evil (Volume 8 no. 3),Chris Adrian/Nick Flynn/Francine Prose/Josip Novakovich/Moonshine,3.9,224,29,4/6/2007,eng,5387.5,4,4648.0,2.9565071024343825,6586.0,2.8,5150.0,3,5166.0
